Time,Fragment,Date,,Rep,BW,AW_kelsey,Notes
9,10W,12/12/19,,Top,6.734,12.59099493,
9,457G,12/12/19,,Top,7.277,13.60627712,
9,185W,12/12/19,,Top,4.614,8.627093945,
9,448G,12/12/19,,Top,6.063,11.33638288,
9,304B,12/12/19,,Top,8.291,15.50221844,
9,328G,12/12/19,,Top,16.526,30.89973007,
9,1B,12/12/19,,Top,7.974,14.90989924,
9,430B,12/12/19,,Top,13.899,25.98854898,
9,44B,12/12/19,,Top,8.131,15.20346008,
9,51W,12/12/19,,Top,12.83,23.98971749,
9,424B,12/12/19,,Top,13.186,24.65537138,
9,83B,12/12/19,,Top,6.765,12.64929375,
9,184W,12/12/19,,Top,4.417,8.258969769,
9,371G,12/12/19,,Top,9.602,17.95395692,
9,325G,12/12/19,,Top,11.553,21.60196462,
9,334G,12/12/19,,Top,13.106,24.50578623,
9,320B,12/12/19,,Top,11.426,21.36449821,
9,374B,12/12/19,,Top,6.663,12.45857269,
9,461B,12/12/19,,Top,4.616,8.631062815,
9,442B,12/12/19,,Top,7.756,14.50227972,
9,466B,12/12/19,,Top,5.838,10.91597589,
9,47B,12/12/19,,Top,8.991,16.81150038,
9,463G,12/12/19,,Top,5.918,11.06556104,
9,399G,12/12/19,,Top,5.869,10.97394014,
9,111W,12/12/19,,Top,9.623,17.99322302,
9,444G,12/12/19,,Top,9.215,17.23033879,
9,18W,12/12/19,,Top,5.392,10.08203871,
9,342G,12/12/19,,Top,7.286,13.623467,
9,4B,12/12/19,,Top,7.465,13.95816376,
9,389G,12/12/19,,Top,9.929,18.5653862,
9,109R,12/12/19,,Top,10.33,19.31518173,
9,405B,12/12/19,,Top,7.906,14.78275187,
9,78B,12/12/19,,Top,10.657,19.92661101,
9,303B,12/12/19,,Top,8.433,15.768144,
9,343G,12/12/19,,Top,4.096,7.658759379,MOSTLY DEAD
9,15W,12/12/19,,Top,4.567,8.539441915,
9,386B,12/12/19,,Top,9.408,17.59121295,
9,47W,12/12/19,,Top,10.894,20.369757,
9,21B,12/12/19,,Top,7.876,14.72665744,
9,324B,12/12/19,,Top,9.086,16.98913274,
9,312G,12/12/19,,Top,15.389,28.77457228,
9,457B,12/12/19,,Top,7.074,13.22706637,MOSTLY DEAD
9,97B,12/12/19,,Top,4.112,7.688676407,MOSTLY DEAD
9,58W,12/12/19,,Top,10.799,20.19212464,
9,421B,12/12/19,,Top,16.744,31.30817066,
9,316B,12/12/19,,Top,8.856,16.55907545,
9,345G,12/12/19,,Top,5.945,11.11604602,
9,34B,12/12/19,,Top,7.802,14.58829118,
9,377B,12/12/19,,Top,9.632,18.01052876,
9,331G,12/12/19,,Top,10.386,19.42040612,
9,24B,12/12/19,,Top,11.519,21.53896188,
9,440B,12/12/19,,Top,2.501,4.67652953,
9,107W,12/12/19,,Top,12.411,23.20688045,
9,25W,12/12/19,,Top,7.847,14.67282176,
9,2B,12/12/19,,Top,5.727,10.70871036,MOSTLY DEAD
9,259G,12/12/19,,Top,12.193,22.79925013,
9,488G,12/12/19,,Top,3.23,6.039660289,MOSTLY DEAD
9,427B,12/12/19,,Top,14.931,27.91893739,
9,368G,12/12/19,,Top,7.7,14.39833251,
9,434G,12/12/19,,Top,3.974,7.431035505,
9,438B,12/12/19,,Top,5.77,10.78939981,
9,361B,12/12/19,,Top,6.252,11.69069803,MOSTLY DEAD
9,401B,12/12/19,,Top,10.229,19.12734328,
9,113W,12/12/19,,Top,6.391,11.95061598,
9,382B,12/12/19,,Top,15.028,28.10105726,
9,48W,12/12/19,,Top,12.871,24.06828914,
9,323B,12/12/19,,Top,10.34,19.33541369,
9,32B,12/12/19,,Top,7.63,14.26781494,
9,409B,12/12/19,,Top,16.638,31.1124384,
9,103W,12/12/19,,Top,7.772,14.53334964,
9,443G,12/12/19,,Top,7.617,14.24350543,
9,86B,12/12/19,,Top,5.168,9.663966922,
9,417G,12/12/19,,Top,10.786,20.16941703,
9,445B,12/12/19,,Top,7.162,13.39267243,
9,191W,12/12/19,,Top,4.543,8.495240272,
9,380B,12/12/19,,Top,15.107,28.25026898,
9,311G,12/12/19,,Top,10.523,19.67813467,
9,70B,12/12/19,,Top,13.239,24.75708685,
9,432B,12/13/19,,Control,13.549,25.31758695,
9,461G,12/13/19,,Control,4.81,8.987939568,
9,112W,12/13/19,,Control,7.753,14.4872132,
9,494G,12/13/19,,Control,2.626,4.90692917,MOSTLY DEAD
9,230G,12/13/19,,Control,10.292,19.23157464,BROKE
9,21W,12/13/19,,Control,4.844,9.051471781,
9,484G,12/13/19,,Control,3.543,6.62043033,MOSTLY DEAD
9,93W,12/13/19,,Control,4.705,8.791737145,
9,360G,12/13/19,,Control,5.97,11.15550919,
9,493B,12/13/19,,Control,2.008,3.752137766,MOSTLY DEAD
9,367B,12/13/19,,Control,9.891,18.48226825,
9,402B,12/13/19,,Control,7.629,14.25550748,
9,441G,12/13/19,,Control,3.431,6.411147746,
9,4W,12/13/19,,Control,14.419,26.94326416,
9,12B,12/13/19,,Control,9.719,18.16086999,
9,452B,12/13/19,,Control,7.969,14.89082961,
9,59W,12/13/19,,Control,9.528,17.80396844,
9,7W,12/13/19,,Control,6.745,12.60366993,
9,89W,12/13/19,,Control,5.389,10.06985579,
9,485G,12/13/19,,Control,2.526,4.720069719,MOSTLY DEAD
9,22B,12/13/19,,Control,10.505,19.62958527,
9,369G,12/13/19,,Control,5.671,10.59679944,
9,444B,12/13/19,,Control,6.293,11.75906522,
9,104W,12/13/19,,Control,8.899,16.6286225,
9,72B,12/13/19,,Control,11.505,21.49817978,
9,496G,12/13/19,,Control,2.582,4.824841631,MOSTLY DEAD
9,9B,12/13/19,,Control,8.2,15.32288976,
9,446B,12/13/19,,Control,5.425,10.13739963,
9,33W,12/13/19,,Control,8.746,16.34316999,
9,52W,12/13/19,,Control,11.498,21.48568128,
9,46W,12/13/19,,Control,11.068,20.68272251,
9,3B,12/13/19,,Control,6.555,12.24929942,
9,318G,12/13/19,,Control,13.644,25.49648228,
9,90W,12/13/19,,Control,4.496,8.401655257,
9,86W,12/13/19,,Control,3.848,7.190740531,MOSTLY DEAD
9,110W,12/13/19,,Control,3.686,6.88801185,
9,459B,12/13/19,,Control,2.23,4.167191108,
9,429B,12/13/19,,Control,10.153,18.9733773,
9,81W,12/13/19,,Control,11.843,22.13215285,
9,395B,12/13/19,,Control,9.807,18.32728388,
9,463B,12/13/19,,Control,2.87,5.363444961,
9,320B,12/13/19,,Control,7.257,13.56185369,
9,475G,12/13/19,,Control,2.769,5.17469655,
9,350G,12/13/19,,Control,7.903,14.769096,
9,332G,12/13/19,,Control,10.153,18.97388735,
9,89B,12/13/19,,Control,10.578,19.76812571,
9,92W,12/13/19,,Control,4.751,8.878650526,
9,69W,12/13/19,,Control,11.953,22.33772043,
9,19B,12/13/19,,Control,9.672,18.07548114,
9,325B,12/13/19,,Control,6.185,11.55881419,
9,316G,12/13/19,,Control,12.544,23.44280763,
9,306G,12/13/19,,Control,16.693,31.19665081,
9,317B,12/13/19,,Control,10.055,18.79124926,
9,436B,12/13/19,,Control,12.725,23.78106881,
9,450G,12/13/19,,Control,5.012,9.366657514,
9,375G,12/13/19,,Control,8.159,15.24791673,
9,313B,12/13/19,,Control,12.428,23.22602146,
9,79W,12/13/19,,Control,8.997,16.81400991,
9,326G,12/13/19,,Control,14.923,27.88953906,
9,454G,12/13/19,,Control,5.662,10.58169069,
9,96B,12/13/19,,Control,9.726,18.17688514,BROKE
9,471B,12/13/19,,Control,2.281,4.262952395,MOSTLY DEAD
9,355G,12/13/19,,Control,10.151,18.97116605,
9,379B,12/13/19,,Control,7.502,14.02045983,
9,337G,12/13/19,,Control,10.075,18.82912994,
9,456B,12/13/19,,Control,8.57,16.01644105,
9,372B,12/13/19,,Control,5.925,11.07321041,
9,353G,12/13/19,,Control,6.37,11.90486925,
9,451G,12/13/19,,Control,4.386,8.197197827,
9,418G,12/13/19,,Control,9.577,17.89889731,
9,349G,12/13/19,,Control,6.861,12.82283956,
9,347B,12/13/19,,Control,12.659,23.65898935,
9,425B,12/13/19,,Control,12.573,23.49825998,
9,367G,12/13/19,,Control,6.157,11.50710146,
9,465G,12/13/19,,Control,4.392,8.208411504,
9,82B,12/13/19,,Control,7.368,13.77039526,
9,464G,12/13/19,,Control,4.754,8.884970012,
9,472B,12/13/19,,Control,3.151,5.889049328,MOSTLY DEAD
9,406B,12/13/19,,Control,5.86,10.95202446,
9,302B,12/13/19,,Control,2.404,4.492946552,
9,381B,12/13/19,,Control,8.61,16.09375844,
9,383G,12/13/19,,Control,12.632,23.61165582,
9,427G,12/13/19,,Control,11.993,22.417241,BROKE
9,97W,12/13/19,,Control,7.286,13.61894588,
9,33B,12/13/19,,Control,4.253,7.949681144,
9,421G,12/13/19,,Control,4.562,8.527262022,
9,64B,12/13/19,,Control,9.281,17.34798747,
9,449G,12/13/19,,Control,4.809,8.988952885,
10,Standard,12/19/19,,NA,17.496,20.06013838,
10,371G,12/19/19,,Top,10.062,18.80179791,
10,25W,12/19/19,,Top,8.156,15.24025678,
10,377B,12/19/19,,Top,9.944,18.58130376,
10,303B,12/19/19,,Top,8.898,16.6267539,
10,466B,12/19/19,,Top,6,11.21156703,
10,32B,12/19/19,,Top,7.9,14.76189659,
10,463G,12/19/19,,Top,6.236,11.65255533,
10,15W,12/19/19,,Top,4.793,8.956173461,
10,477B,12/19/19,,Top,4.093,7.648157308,
10,111W,12/19/19,,Top,10.126,18.92138796,
10,320B,12/19/19,,Top,12.008,22.43808281,
10,85B,12/19/19,,Top,9.248,17.28076198,
10,323B,12/19/19,,Top,10.796,20.17334627,
10,345G,12/19/19,,Top,6.259,11.69553301,
10,427B,12/19/19,,Top,15.677,29.29395605,
10,368G,12/19/19,,Top,8.142,15.21409646,
10,21B,12/19/19,,Top,8.252,15.41964185,
10,386B,12/19/19,,Top,10.114,18.89896482,
10,44B,12/19/19,,Top,8.533,15.94471691,
10,105W,12/19/19,,Top,8.168,15.26267991,
10,438B,12/19/19,,Top,5.854,10.93904838,
10,107W,12/19/19,,Top,12.853,24.01769538,
10,448G,12/19/19,,Top,6.431,12.01725659,
10,2B,12/19/19,,Top,5.797,10.83253561,MOSTLY DEAD
10,47W,12/19/19,,Top,11.389,21.28199897,
10,1B,12/19/19,,Top,8.389,15.67690951,
10,430B,12/19/19,,Top,14.571,27.22949677,
10,91W,12/19/19,,Top,4.637,8.665374821,
10,10W,12/19/19,,Top,7.004,13.08869641,
10,380B,12/19/19,,Top,16.231,30.33161499,
10,78B,12/19/19,,Top,11.33,21.17289125,
10,343G,12/19/19,,Top,4.121,7.701101928,MOSTLY DEAD
10,113W,12/19/19,,Top,6.627,12.3841792,
10,46B,12/19/19,,Top,8.073,15.0863858,
10,311G,12/19/19,,Top,11.283,21.08506019,
10,434G,12/19/19,,Top,4.153,7.760901797,
10,462B,12/19/19,,Top,4.358,8.14399471,
10,442B,12/19/19,,Top,7.884,14.73319282,
10,106W,12/19/19,,Top,8.661,16.18520839,
10,305G,12/19/19,,Top,16.213,30.29797757,CAME OFF TAG AND REGLUED 
10,399G,12/19/19,,Top,6.026,11.26196893,
10,310B,12/19/19,,Top,5.403,10.09764656,
10,259G,12/19/19,,Top,12.853,24.02092378,
10,424G,12/19/19,,Top,8.235,15.3903608,
10,405B,12/19/19,,Top,8.568,16.01270325,
10,34B,12/19/19,,Top,8.078,15.09694408,
10,184W,12/19/19,,Top,4.64,8.6716787,
10,461B,12/19/19,,Top,4.741,8.860437223,
10,191W,12/19/19,,Top,4.823,9.013686718,
10,488G,12/19/19,,Top,3.244,6.062699505,MOSTLY DEAD
10,440B,12/19/19,,Top,2.528,4.724569774,
10,444G,12/19/19,,Top,9.755,18.23108313,
10,389G,12/19/19,,Top,10.473,19.57295065,
10,58W,12/19/19,,Top,11.183,20.899867,
10,108W,12/19/19,,Top,5.611,10.48637698,
10,443G,12/19/19,,Top,8.094,15.12684642,
10,325G,12/19/19,,Top,12.131,22.67158067,
10,407B,12/19/19,,Top,18.734,35.01190275,"Reglued- it broke during cleaning, so this is it's new weight and we don't have it's old weight "
10,70B,12/19/19,,Top,14.014,26.19141139,
10,388B,12/19/19,,Top,12.383,23.14316021,
10,109R,12/19/19,,Top,10.778,20.14350164,
10,331G,12/19/19,,Top,11,20.55840768,
10,185W,12/19/19,,Top,4.788,8.948752446,
10,97B,12/19/19,,Top,4.165,7.784367991,MOSTLY DEAD
10,482G,12/19/19,,Top,3.464,6.474201853,MOSTLY DEAD
10,457G,12/19/19,,Top,7.624,14.24922486,
10,32W,12/19/19,,Top,7.584,14.17446503,
10,312G,12/19/19,,Top,16.527,30.88889551,
10,422G,12/19/19,,Top,6.748,12.61231944,
10,328G,12/19/19,,Top,17.316,32.36439293,
10,382B,12/19/19,,Top,16.144,30.17387153,
10,424B,12/19/19,,Top,13.699,25.60405513,
10,420G,12/19/19,,Top,5.345,9.990048521,
10,51W,12/19/19,,Top,13.322,24.89942496,
10,86B,12/19/19,,Top,5.491,10.26292917,
10,334G,12/19/19,,Top,13.788,25.77040019,
10,47B,12/19/19,,Top,9.408,17.58398063,
10,48W,12/19/19,,Top,13.453,25.14493619,
10,489G,12/19/19,,Top,3.981,7.440867537,MOSTLY DEAD
10,366G,12/19/19,,Top,5.501,10.28189207,MOSTLY DEAD
10,13B,12/19/19,,Top,7.691,14.37521031,
10,374B,12/19/19,,Top,6.927,12.94722166,
10,50W,12/19/19,,Top,16.992,31.7596637,
10,100W,12/19/19,,Top,7.586,14.17895532,
10,24B,12/19/19,,Top,12.085,22.58801411,
10,445B,12/19/19,,Top,7.293,13.63131046,
10,342G,12/19/19,,Top,7.726,14.44062863,
10,417G,12/19/19,,Top,11.222,20.97498505,
10,324B,12/19/19,,Top,9.532,17.81621436,
10,4B,12/19/19,,Top,7.886,14.73968385,
10,313G,12/19/19,,Top,18.288,34.18201093,
10,83B,12/19/19,,Top,7.136,13.33786253,
10,421B,12/19/19,,Top,17.524,32.75402229,
10,18W,12/19/19,,Top,5.638,10.53795809,
10,409B,12/19/19,,Top,17.91,33.47549299,
10,401B,12/19/19,,Top,11.072,20.69462079,
10,304B,12/19/19,,Top,8.66,16.18636344,
10,103W,12/19/19,,Top,8.245,15.41068898,
10,361B,12/19/19,,Top,6.301,11.77716814,MOSTLY DEAD
10,457B,12/19/19,,Top,7.076,13.22571683,MOSTLY DEAD
10,322G,12/19/19,,Bottom,5.701,10.65683366,
10,493G,12/19/19,,Bottom,2.087,3.901212393,
10,57B,12/19/19,,Bottom,7.094,13.26075741,
10,87W,12/19/19,,Bottom,7.538,14.09072306,
10,332B,12/19/19,,Bottom,8.335,15.58054878,
10,436W,12/19/19,,Bottom,3.607,6.742536226,
10,452G,12/19/19,,Bottom,6.547,12.23825469,
10,319G,12/19/19,,Bottom,7.615,14.23465854,
10,88B,12/19/19,,Bottom,10.258,19.17519728,
10,316B,12/19/19,,Bottom,9.274,17.33581396,
10,370G,12/19/19,,Bottom,7.431,13.89070881,MOSTLY DEAD
10,377G,12/19/19,,Bottom,16.073,30.04513023,
10,37B,12/19/19,,Bottom,8.609,16.09273478,
10,425G,12/19/19,,Bottom,6.496,12.1429208,
10,99B,12/19/19,,Bottom,10.519,19.66308249,
10,459G,12/19/19,,Bottom,10.152,18.97705233,
10,458B,12/19/19,,Bottom,2.797,5.22840971,
10,454B,12/19/19,,Bottom,12.571,23.49886967,
10,336G,12/19/19,,Bottom,9.98,18.65553411,
10,326B,12/19/19,,Bottom,9.277,17.34142184,
10,79B,12/19/19,,Bottom,3.816,7.133218253,MOSTLY DEAD
10,366B,12/19/19,,Bottom,6.457,12.07064949,CHOPPED CAUSE OF RED ALGAE
10,95W,12/19/19,,Bottom,7.546,14.10641491,
10,3W,12/19/19,,Bottom,13.077,24.44600951,
10,474B,12/19/19,,Bottom,6.06,11.32820599,
10,77B,12/19/19,,Bottom,16.289,30.44969429,
10,435B,12/19/19,,Bottom,14.171,26.49043022,
10,96W,12/19/19,,Bottom,13.388,25.02673628,
10,192W,12/19/19,,Bottom,3.617,6.761406118,
10,403G,12/19/19,,Bottom,14.952,27.95111526,
10,476B,12/19/19,,Bottom,3.197,5.97643897,
10,194W,12/19/19,,Bottom,1.348,2.519937357,
10,361G,12/19/19,,Bottom,5.928,11.08174233,
10,37W,12/19/19,,Bottom,4.282,8.004726828,
10,338B,12/19/19,,Bottom,10.423,19.48464917,
10,447B,12/19/19,,Bottom,6.526,12.19963738,
10,437G,12/19/19,,Bottom,4.066,7.600938646,
10,438G,12/19/19,,Bottom,3.962,7.406522114,
10,88W,12/19/19,,Bottom,7.81,14.5999338,
10,317G,12/19/19,,Bottom,17.026,31.82822956,
10,98B,12/19/19,,Bottom,12.371,23.12682268,
10,80W,12/19/19,,Bottom,6.443,12.04479173,
10,73B,12/19/19,,Bottom,19.075,35.65953784,
10,456G,12/19/19,,Bottom,3.626,6.778583706,
10,56W,12/19/19,,Bottom,14.949,27.94623492,
10,61W,12/19/19,,Bottom,8.261,15.44343078,
10,78W,12/19/19,,Bottom,15.148,28.31825317,
10,74W,12/19/19,,Bottom,10.522,19.67023104,
10,70W,12/19/19,,Bottom,13.507,25.25050472,
10,450B,12/19/19,,Bottom,9.522,17.80079262,
10,346B,12/19/19,,Bottom,13.376,25.00560829,
10,41B,12/19/19,,Bottom,5.789,10.82217901,
10,356G,12/19/19,,Bottom,14.488,27.08512745,
10,448B,12/19/19,,Bottom,4.637,8.668811154,
10,392G,12/19/19,,Bottom,12.363,23.11246761,
10,357B,12/19/19,,Bottom,7.586,14.18192827,
10,99W,12/19/19,,Bottom,5.204,9.728810275,
10,59B,12/19/19,,Bottom,10.059,18.80516959,
10,54W,12/19/19,,Bottom,11.761,21.98703644,
10,314G,12/19/19,,Bottom,7.483,13.98937112,
10,23B,12/19/19,,Bottom,4.43,8.281827347,
10,62W,12/19/19,,Bottom,8.556,15.99533065,
10,340G,12/19/19,,Bottom,5.345,9.992666886,
10,64W,12/19/19,,Bottom,12.354,23.09624073,
10,65W,12/19/19,,Bottom,13.089,24.47034928,
10,48B,12/19/19,,Bottom,6.085,11.37612311,
10,330B,12/19/19,,Bottom,7.752,14.49263867,
10,68B,12/19/19,,Bottom,6.678,12.48475762,
10,331B,12/19/19,,Bottom,7.774,14.53376845,
10,98W,12/19/19,,Bottom,8.873,16.58838789,
10,434B,12/19/19,,Bottom,15.108,28.24494131,
10,354G,12/19/19,,Bottom,16.732,31.28106686,
10,428G,12/19/19,,Bottom,7.975,14.90954507,
10,26B,12/19/19,,Bottom,10.827,20.24146013,
10,449B,12/19/19,,Bottom,8.95,16.73234212,
10,357G,12/19/19,,Bottom,14.821,27.70838464,
10,312B,12/19/19,,Bottom,5.983,11.18543049,
10,56B,12/19/19,,Bottom,7.235,13.52608885,
10,72W,12/19/19,,Bottom,8.058,15.06471651,
10,40W,12/19/19,,Bottom,11.305,21.13509806,
10,68W,12/19/19,,Bottom,9.367,17.51239106,
10,453G,12/19/19,,Bottom,16.957,31.70253179,
10,374G,12/19/19,,Bottom,7.757,14.50236121,
10,389B,12/19/19,,Bottom,10.866,20.31489712,
10,28B,12/19/19,,Bottom,4.408,8.241125206,
10,94B,12/19/19,,Bottom,11.311,21.14686189,
10,52B,12/19/19,,Bottom,5.542,10.36123319,
10,343B,12/19/19,,Bottom,17.229,32.21105857,
10,352G,12/19/19,,Bottom,16.316,30.5041286,
10,6W,12/19/19,,Bottom,12.287,22.97157564,
10,350B,12/19/19,,Bottom,16.262,30.40317107,
10,467B,12/19/19,,Bottom,2.923,5.464793325,
10,387G,12/19/19,,Bottom,9.526,17.80965488,
10,29B,12/19/19,,Bottom,10.472,19.57828112,
10,382G,12/19/19,,Bottom,14.996,28.03627804,
10,38B,12/19/19,,Bottom,7.651,14.30418533,
10,432G,12/19/19,,Bottom,4.383,8.194385612,
10,71B,12/19/19,,Bottom,19.718,36.86445254,
10,10B,12/19/19,,Bottom,11.534,21.56377907,
10,425B,12/19/19,,Control,12.87,24.06154297,
10,81W,12/19/19,,Control,12.056,22.53970179,
10,451G,12/19/19,,Control,4.489,8.39256149,
10,402B,12/19/19,,Control,7.81,14.60144915,
10,337G,12/19/19,,Control,10.257,19.17632061,
10,12B,12/19/19,,Control,9.918,18.54253171,
10,372B,12/19/19,,Control,5.963,11.14832795,
10,19B,12/19/19,,Control,9.826,18.37053001,
10,11W,12/19/19,,Control,5.095,9.525529248,
10,93W,12/19/19,,Control,4.795,8.96465412,
10,347B,12/19/19,,Control,12.964,24.23728384,
10,429B,12/19/19,,Control,10.376,19.39880107,
10,418G,12/19/19,,Control,9.713,18.15926704,
10,89B,12/19/19,,Control,10.691,19.98771996,
10,112W,12/19/19,,Control,7.904,14.77719002,
10,69W,12/19/19,,Control,12.154,22.722921,
10,316G,12/19/19,,Control,12.832,23.99049878,
10,367B,12/19/19,,Control,10.013,18.72014217,
10,395B,12/19/19,,Control,10.008,18.71079425,
10,446B,12/19/19,,Control,5.507,10.29579776,
10,381B,12/19/19,,Control,8.815,16.48038083,
10,90W,12/19/19,,Control,4.576,8.555215277,
10,64B,12/19/19,,Control,9.574,17.8993949,
10,4W,12/19/19,,Control,14.667,27.42118498,
10,89W,12/19/19,,Control,5.506,10.29392817,
10,21W,12/19/19,,Control,4.935,9.226395846,
10,92W,12/19/19,,Control,4.812,8.996437044,
10,450G,12/19/19,,Control,5.106,9.546094669,
10,484G,12/19/19,,Control,3.542,6.622065671,MOSTLY DEAD
10,360G,12/19/19,,Control,6.002,11.22124172,
10,461G,12/19/19,,Control,4.817,9.005784963,
10,318G,12/19/19,,Control,13.931,26.04517133,
10,313B,12/19/19,,Control,12.697,23.73810498,
10,230G,12/19/19,,Control,10.462,19.55958528,
10,325B,12/19/19,,Control,6.317,11.8101606,
10,97W,12/19/19,,Control,7.394,13.82370231,
10,465G,12/19/19,,Control,4.42,8.263560211,
10,104W,12/19/19,,Control,9.056,16.93095051,
10,379B,12/19/19,,Control,7.667,14.33446826,
10,432B,12/19/19,,Control,13.845,25.88505452,
10,375G,12/19/19,,Control,8.274,15.46933486,
10,383G,12/19/19,,Control,12.798,23.92754986,
10,452B,12/19/19,,Control,8.098,15.14027963,
10,427G,12/19/19,,Control,12.09,22.60385043,
10,9B,12/19/19,,Control,8.281,15.48242228,
10,326G,12/19/19,,Control,15.237,28.48758222,
10,320G,12/19/19,,Control,7.505,14.03158788,
10,355G,12/19/19,,Control,10.419,19.47969542,
10,471B,12/19/19,,Control,2.279,4.260891243,MOSTLY DEAD
10,349G,12/19/19,,Control,7.059,13.19773203,
10,436B,12/19/19,,Control,13.069,24.43422012,
10,353G,12/19/19,,Control,6.519,12.18813077,
10,46W,12/19/19,,Control,11.394,21.30258658,
10,332G,12/19/19,,Control,10.375,19.39743161,
10,456B,12/19/19,,Control,8.695,16.25644992,
10,33B,12/19/19,,Control,4.3,8.03941744,
10,444B,12/19/19,,Control,6.424,12.01051573,
10,3B,12/19/19,,Control,6.63,12.39565991,
10,317B,12/19/19,,Control,10.261,19.18478695,
10,406B,12/19/19,,Control,6.044,11.3003462,
10,454G,12/19/19,,Control,5.758,10.76561771,
10,367G,12/19/19,,Control,6.225,11.63875829,
10,82B,12/19/19,,Control,7.469,13.96464026,
10,459B,12/19/19,,Control,2.231,4.171256183,MOSTLY DEAD
10,493B,12/19/19,,Control,2.005,3.748708492,MOSTLY DEAD
10,475G,12/19/19,,Control,2.77,5.179013728,
10,485G,12/19/19,,Control,2.526,4.722811796,MOSTLY DEAD
10,302B,12/19/19,,Control,2.419,4.522756031,
10,472B,12/19/19,,Control,3.161,5.910058626,MOSTLY DEAD
10,96B,12/19/19,,Control,9.426,17.62360411,
10,463B,12/19/19,,Control,2.881,5.386548213,
10,421G,12/19/19,,Control,4.66,8.712709015,
10,464G,12/19/19,,Control,4.769,8.91650414,
10,496G,12/19/19,,Control,2.584,4.831377173,MOSTLY DEAD
10,86W,12/19/19,,Control,3.869,7.233977663,
10,449G,12/19/19,,Control,4.915,9.189713159,
10,494G,12/19/19,,Control,2.625,4.908036021,MOSTLY DEAD
10,33W,12/19/19,,Control,8.808,16.46856429,
10,22B,12/19/19,,Control,10.574,19.77050396,
10,52W,12/19/19,,Control,11.726,21.92443062,
10,369G,12/19/19,,Control,5.707,10.67053774,
10,79W,12/19/19,,Control,9.261,17.31555108,
10,441G,12/19/19,,Control,3.488,6.521611292,
10,350G,12/19/19,,Control,8.144,15.2270649,
10,59W,12/19/19,,Control,9.609,17.96621643,
10,72B,12/19/19,,Control,11.86,22.17497417,
10,7W,12/19/19,,Control,6.785,12.68610453,
10,306G,12/19/19,,Control,17.087,31.96859162,
11,Standard,1/3/20,,NA,17.5,20.0620357,
11,374G,1/3/20,,Bottom,8.429,15.73788048,
11,3W,1/3/20,,Bottom,14.127,26.37668021,
11,98B,1/3/20,,Bottom,13.791,25.74933084,
11,432G,1/3/20,,Bottom,4.833,9.023748527,
11,48B,1/3/20,,Bottom,6.57,12.26692072,
11,28B,1/3/20,,Bottom,4.561,8.515894276,
11,37B,1/3/20,,Bottom,9.328,17.41641346,
11,23B,1/3/20,,Bottom,4.928,9.201124093,
11,71B,1/3/20,,Bottom,17.677,33.00492504,
11,340G,1/3/20,,Bottom,5.509,10.28591571,
11,98W,1/3/20,,Bottom,9.595,17.9154157,
11,456G,1/3/20,,Bottom,4.053,7.567606025,
11,79B,1/3/20,,Bottom,3.843,7.175502086,
11,38B,1/3/20,,Bottom,8.33,15.55345625,
11,453G,1/3/20,,Bottom,18.521,34.58170027,
11,437G,1/3/20,,Bottom,4.455,8.318204994,
11,40W,1/3/20,,Bottom,12.329,23.02023555,
11,332B,1/3/20,,Bottom,9.178,17.1368093,
11,425G,1/3/20,,Bottom,7.164,13.37634581,
11,449B,1/3/20,,Bottom,9.675,18.06478862,
11,454B,1/3/20,,Bottom,13.698,25.5763798,
11,322G,1/3/20,,Bottom,6.314,11.78925844,
11,87W,1/3/20,,Bottom,8.125,15.17068812,
11,346B,1/3/20,,Bottom,14.914,27.84684832,
11,447B,1/3/20,,Bottom,7.162,13.37261149,
11,354G,1/3/20,,Bottom,18.754,35.01674893,
11,357B,1/3/20,,Bottom,8.603,16.06319137,
11,493G,1/3/20,,Bottom,2.15,4.014397472,
11,458B,1/3/20,,Bottom,3.015,5.629492269,
11,438G,1/3/20,,Bottom,4.417,8.247252853,
11,467B,1/3/20,,Bottom,3.171,5.920769481,
11,331B,1/3/20,,Bottom,8.51,15.88954534,
11,314G,1/3/20,,Bottom,8.296,15.48997276,
11,474B,1/3/20,,Bottom,6.31,11.78178979,
11,350B,1/3/20,,Bottom,18.341,34.24561118,
11,64W,1/3/20,,Bottom,13.276,24.7884376,
11,392G,1/3/20,,Bottom,13.434,25.08344913,
11,336G,1/3/20,,Bottom,11.376,21.24083053,
11,56B,1/3/20,,Bottom,7.787,14.539979,
11,73B,1/3/20,,Bottom,21.718,40.55210787,
11,476B,1/3/20,,Bottom,3.388,6.326453367,
11,360G,1/3/20,,Bottom,6.196,11.56986572,
11,428G,1/3/20,,Bottom,8.674,16.19706509,
11,330B,1/3/20,,Bottom,8.543,15.9524472,
11,96W,1/3/20,,Bottom,15.186,28.35700143,
11,52B,1/3/20,,Bottom,5.961,11.13104738,
11,94B,1/3/20,,Bottom,12.64,23.60282484,
11,361G,1/3/20,,Bottom,6.36,11.8761049,
11,29B,1/3/20,,Bottom,11.458,21.39566195,
11,326B,1/3/20,,Bottom,10.293,19.22075722,
11,194W,1/3/20,,Bottom,1.476,2.756226334,
11,382G,1/3/20,,Bottom,16.203,30.25686672,
11,357G,1/3/20,,Bottom,16.732,31.24470123,
11,312B,1/3/20,,Bottom,6.598,12.32085457,
