Fragment,Date.1,X.1,Rep.1,BW.1,AW_kelsey.1,Notes.1,Date.2,X.2,Rep.2,BW.2,AW_kelsey.2,Notes.2,Date.3,X.3,Rep.3,BW.3,AW_kelsey.3,Notes.3,Date.4,X.4,Rep.4,BW.4,AW_kelsey.4,Notes.4,Date.5,X.5,Rep.5,BW.5,AW_kelsey.5,Notes.5,Date.6,X.6,Rep.6,BW.6,AW_kelsey.6,Notes.6,Date.7,X.7,Rep.7,BW.7,AW_kelsey.7,Notes.7,Date.8,X.8,Rep.8,BW.8,AW_kelsey.8,Notes.8,Date.9,X.9,Rep.9,BW.9,AW_kelsey.9,Notes.9,Date.10,X.10,Rep.10,BW.10,AW_kelsey.10,Notes.10
442B,10/4/19,NA,NA,6.349,11.86983602,,10/10/19,NA,Top,6.445,12.04405392,,NA,NA,NA,NA,NA,NA,10/24/19,NA,Top,6.741,12.59036367,,11/4/19,NA,Top,6.987,13.04868906,,11/17/19,NA,Top,7.276,13.60235653,,11/21/19,NA,Top,7.366,8.44690719,,12/5/19,NA,Top,7.658,14.31697598,,12/12/19,NA,Top,7.756,14.50227972,,12/19/19,NA,Top,7.884,14.73319282,
443G,10/4/19,NA,NA,4.706,8.797241016,,10/10/19,NA,Top,4.875,9.109420339,,10/17/19,NA,Top,4.995,9.328144958,,10/24/19,NA,Top,5.269,9.840022077,,11/4/19,NA,Top,5.706,10.65633602,,11/17/19,NA,Top,6.255,11.69361463,,11/21/19,NA,Top,6.434,7.378111566,,12/5/19,NA,Top,7.162,13.38932344,,12/12/19,NA,Top,7.617,14.24350543,,12/19/19,NA,Top,8.094,15.12684642,
444B,10/4/19,NA,NA,5.157,9.639824257,,10/10/19,NA,Top,5.133,9.592014938,,10/17/19,NA,Top,5.13,9.579282088,,10/24/19,NA,Top,5.258,9.820521018,,11/4/19,NA,Top,5.453,10.18384163,,11/14/19,NA,Control,5.572,10.41825225,,11/25/19,NA,Control,5.828,6.682562094,,12/6/19,NA,Control,6.086,11.38457893,,12/13/19,NA,Control,6.293,11.75906522,,12/19/19,NA,Control,6.424,12.01051573,
444G,10/4/19,NA,NA,5.625,10.51491623,,10/10/19,NA,Top,5.846,10.92383001,,10/17/19,NA,Top,6.1,11.39056934,,10/24/19,NA,Top,6.374,11.90427706,,11/4/19,NA,Top,6.926,12.93476749,,11/17/19,NA,Top,7.604,14.21554687,,11/21/19,NA,Top,7.822,8.969745515,,12/5/19,NA,Top,8.683,16.22798122,,12/12/19,NA,Top,9.215,17.23033879,,12/19/19,NA,Top,9.755,18.23108313,
445B,10/4/19,NA,NA,6.058,11.32608447,,10/10/19,NA,Top,6.153,11.49808453,,10/17/19,NA,Top,6.223,11.62143065,,10/24/19,NA,Top,6.421,11.99141806,,11/4/19,NA,Top,6.66,12.43864229,,11/17/19,NA,Top,6.883,12.8676498,,11/21/19,NA,Top,6.956,7.976708743,,12/5/19,NA,Top,7.104,13.2765642,,12/12/19,NA,Top,7.162,13.39267243,,12/19/19,NA,Top,7.293,13.63131046,
446B,10/4/19,NA,NA,4.465,8.346289569,,10/10/19,NA,Top,4.36,8.147723055,,10/17/19,NA,Top,4.386,8.190839597,,10/24/19,NA,Top,4.506,8.417092403,,11/4/19,NA,Top,4.731,8.835458418,,11/14/19,NA,Control,4.855,9.077640825,,11/25/19,NA,Control,5.054,5.794966105,,12/6/19,NA,Control,5.276,9.869378648,,12/13/19,NA,Control,5.425,10.13739963,,12/19/19,NA,Control,5.507,10.29579776,
447B,10/4/19,NA,NA,4.41,8.24475931,,10/10/19,NA,Bottom,4.515,8.436286179,,10/17/19,NA,Bottom,4.638,8.65945284,,10/24/19,NA,Bottom,4.743,8.859802323,,NA,NA,NA,NA,NA,NA,11/17/19,NA,Bottom,5.378,10.05513065,,11/21/19,NA,Bottom,5.487,6.292043069,,12/6/19,NA,Bottom,5.955,11.13809072,,12/12/19,NA,Bottom,6.205,11.60096017,,12/19/19,NA,Bottom,6.526,12.19963738,
448B,10/4/19,NA,NA,6.272,11.72587991,,10/10/19,NA,Bottom,3.745,6.997539699,,10/17/19,NA,Bottom,3.807,7.107551715,,10/24/19,NA,Bottom,3.796,7.091015236,,11/1/19,NA,Top,3.976,7.421538457,,11/17/19,NA,Bottom,4.146,7.751888396,,11/21/19,NA,Bottom,4.199,4.815049213,,12/6/19,NA,Bottom,4.355,8.144424428,,12/12/19,NA,Bottom,4.461,8.340351867,,12/19/19,NA,Bottom,4.637,8.668811154,
448G,10/4/19,NA,NA,3.729,6.971588995,,10/10/19,NA,Bottom,3.858,7.209055112,,10/17/19,NA,Top,3.947,7.370258558,,10/24/19,NA,Top,4.177,7.802325191,,11/4/19,NA,Top,4.533,8.465900844,,11/17/19,NA,Top,4.964,9.280112397,,11/21/19,NA,Top,5.109,5.858683865,,12/5/19,NA,Top,5.715,10.68097578,,12/12/19,NA,Top,6.063,11.33638288,,12/19/19,NA,Top,6.431,12.01725659,
449B,10/4/19,NA,NA,6.283,11.74704665,,10/10/19,NA,Bottom,6.416,11.98830833,,10/17/19,NA,Bottom,6.606,12.33287701,,10/24/19,NA,Bottom,6.738,12.58641114,,11/1/19,NA,Top,7.07,13.20117291,,11/17/19,NA,Bottom,7.55,14.11643931,,11/21/19,NA,Bottom,7.688,8.81596995,,12/6/19,NA,Bottom,8.267,15.46038042,,12/12/19,NA,Bottom,8.557,15.99829431,,12/19/19,NA,Bottom,8.95,16.73234212,
449G,10/4/19,NA,NA,3.318,6.203833627,,10/10/19,NA,Top,3.397,6.348122756,,10/17/19,NA,Top,3.515,6.563076677,,10/24/19,NA,Top,3.634,6.787507445,,11/4/19,NA,Top,3.954,7.384359033,,11/14/19,NA,Control,4.126,7.714592388,,11/25/19,NA,Control,4.396,5.040496834,,12/6/19,NA,Control,4.661,8.718500501,,12/13/19,NA,Control,4.809,8.988952885,,12/19/19,NA,Control,4.915,9.189713159,
44B,10/4/19,NA,NA,5.686,10.62922066,,10/10/19,NA,Top,5.815,10.86674531,,10/17/19,NA,Top,5.974,11.15642402,,10/24/19,NA,Top,6.273,11.71780307,,11/4/19,NA,Top,6.669,12.45512745,,11/17/19,NA,Top,7.057,13.1929398,,11/21/19,NA,Top,7.195,8.250743925,,12/5/19,NA,Top,7.755,14.49637346,,12/12/19,NA,Top,8.131,15.20346008,,12/19/19,NA,Top,8.533,15.94471691,
450B,10/4/19,NA,NA,6.662,12.45500828,,10/10/19,NA,Bottom,6.821,12.74538326,,10/17/19,NA,Bottom,7.025,13.11579959,,10/24/19,NA,Bottom,7.174,13.40084796,,11/1/19,NA,Top,7.506,14.01094708,,11/17/19,NA,Bottom,8.048,15.04717209,,11/21/19,NA,Bottom,8.196,9.398543207,,12/6/19,NA,Bottom,8.803,16.46534942,,12/12/19,NA,Bottom,9.125,17.05977787,,12/19/19,NA,Bottom,9.522,17.80079262,
450G,10/4/19,NA,NA,3.522,6.584420834,,10/10/19,NA,Bottom,3.566,6.663077855,,10/17/19,NA,Bottom,3.691,6.890983289,,10/24/19,NA,Bottom,3.72,6.949225964,,11/1/19,NA,Top,4.048,7.555336345,,11/14/19,NA,Control,4.279,8.000664282,,11/22/19,NA,Control,4.465,5.12015258,,12/6/19,NA,Control,4.825,9.025498349,,12/13/19,NA,Control,5.012,9.366657514,,12/19/19,NA,Control,5.106,9.546094669,
451G,10/4/19,NA,NA,3.176,5.937569724,,10/10/19,NA,Bottom,3.174,5.930625101,,10/17/19,NA,Bottom,3.286,6.135020279,,10/24/19,NA,Bottom,3.317,6.196553673,,11/1/19,NA,Top,3.605,6.731291139,,11/14/19,NA,Control,3.8,7.105053581,,11/25/19,NA,Control,4.033,4.624277464,,12/6/19,NA,Control,4.251,7.951381498,,12/13/19,NA,Control,4.386,8.197197827,,12/19/19,NA,Control,4.489,8.39256149,
452B,10/4/19,NA,NA,6.242,11.66798197,,10/10/19,NA,Bottom,6.275,11.72515466,,10/17/19,NA,Bottom,6.404,11.95638158,,10/24/19,NA,Bottom,6.539,12.21468425,,11/1/19,NA,Top,6.87,12.8227592,,11/14/19,NA,Control,7.19,13.44350928,,11/25/19,NA,Control,7.51,8.611078651,,12/6/19,NA,Control,7.771,14.5354471,,12/13/19,NA,Control,7.969,14.89082961,,12/19/19,NA,Control,8.098,15.14027963,
452G,10/4/19,NA,NA,3.859,7.215001277,,10/10/19,NA,Bottom,4.167,7.786250114,,10/17/19,NA,Bottom,4.327,8.078585742,,10/24/19,NA,Bottom,4.445,8.303145968,,11/1/19,NA,Top,4.747,8.860674812,,11/17/19,NA,Bottom,5.177,9.678312224,,11/21/19,NA,Bottom,5.304,6.082323614,,12/6/19,NA,Bottom,5.879,10.99450545,,12/12/19,NA,Bottom,6.159,11.51433933,,12/19/19,NA,Bottom,6.547,12.23825469,
453G,10/4/19,NA,NA,15.03,28.09658573,,10/10/19,NA,Bottom,15.559,29.07202141,,10/17/19,NA,Bottom,16.168,30.18594275,,10/24/19,NA,Bottom,12.433,23.22573291,,11/1/19,NA,Top,13.047,24.35396037,,11/17/19,NA,Bottom,14.058,26.28462303,,11/21/19,NA,Bottom,14.354,16.45999384,,12/6/19,NA,Bottom,15.548,29.08136462,,12/12/19,NA,Bottom,16.145,30.18493183,,12/19/19,NA,Bottom,16.957,31.70253179,
454B,10/4/19,NA,NA,8.543,15.97165052,,10/10/19,NA,Bottom,8.765,16.37784551,,10/17/19,NA,Bottom,9.044,16.88442926,,10/24/19,NA,Bottom,9.265,17.30902414,,11/1/19,NA,Top,9.751,18.20577223,,11/17/19,NA,Bottom,10.501,19.63400387,,11/21/19,NA,Bottom,10.704,12.27447221,,12/6/19,NA,Bottom,11.559,21.61855364,,12/12/19,NA,Bottom,11.982,22.40052181,,12/19/19,NA,Bottom,12.571,23.49886967,
454G,10/4/19,NA,NA,4.172,7.799603554,,10/10/19,NA,Top,4.167,7.786854909,,10/17/19,NA,Top,4.303,8.034193518,,10/24/19,NA,Top,4.396,8.210538302,,11/4/19,NA,Top,4.733,8.839193551,,11/14/19,NA,Control,4.924,9.20665364,,11/22/19,NA,Control,5.1,5.848301021,,12/6/19,NA,Control,5.455,10.2042192,,12/13/19,NA,Control,5.662,10.58169069,,12/19/19,NA,Control,5.758,10.76561771,
456B,10/4/19,NA,NA,6.369,11.90537923,,10/10/19,NA,Bottom,6.411,11.97927753,,10/17/19,NA,Bottom,6.589,12.30146001,,10/24/19,NA,Bottom,6.719,12.55254541,,11/1/19,NA,Top,7.7147,14.40496304,,11/14/19,NA,Control,7.549,14.11474986,,11/25/19,NA,Control,7.953,9.119070076,,12/6/19,NA,Control,8.32,15.5627385,,12/13/19,NA,Control,8.57,16.01644105,,12/19/19,NA,Control,8.695,16.25644992,
456G,10/4/19,NA,NA,4.493,8.399932784,,10/10/19,NA,Bottom,4.687,8.757440058,,10/17/19,NA,Bottom,4.898,9.144652869,,10/24/19,NA,Bottom,5.029,9.395017686,,11/1/19,NA,Top,5.466,10.20274879,,11/17/19,NA,Bottom,6.111,11.42440912,,11/21/19,NA,Bottom,2.973,3.409237205,,12/6/19,NA,Bottom,3.255,6.088074775,,12/12/19,NA,Bottom,3.402,6.3607698,,12/19/19,NA,Bottom,3.626,6.778583706,
457B,10/4/19,NA,NA,7.259,13.56902934,,10/10/19,NA,Top,6.825,12.75384803,,10/17/19,NA,Top,6.975,13.02446249,,10/24/19,NA,Top,7.078,13.22013695,,11/4/19,NA,Top,7.164,13.37924838,,11/17/19,NA,Top,7.236,13.52757722,,11/21/19,NA,Top,7.228,8.288621448,,NA,NA,NA,NA,NA,NA,12/12/19,NA,Top,7.074,13.22706637,MOSTLY DEAD,12/19/19,NA,Top,7.076,13.22571683,MOSTLY DEAD
457G,10/4/19,NA,NA,7.329,13.70305602,,10/10/19,NA,Top,7.489,13.99502247,,10/17/19,NA,Top,7.685,14.35025007,,10/24/19,NA,Top,7.9,14.75699733,,11/4/19,NA,Top,8.352,15.59832425,,11/17/19,NA,Top,8.95,16.73187066,,11/21/19,NA,Top,9.136,10.47664188,,12/5/19,NA,Top,6.969,13.02710853,,12/12/19,NA,Top,7.277,13.60627712,,12/19/19,NA,Top,7.624,14.24922486,
458B,10/4/19,NA,NA,2.188,4.090174956,,10/10/19,NA,Bottom,2.202,4.114548297,,10/17/19,NA,Bottom,2.229,4.161582533,,10/24/19,NA,Bottom,2.189,4.089314438,,11/1/19,NA,Top,2.353,4.392757863,,11/17/19,NA,Bottom,2.441,4.563885073,,11/21/19,NA,Bottom,2.467,2.828966092,,12/6/19,NA,Bottom,2.612,4.885168449,,12/12/19,NA,Bottom,2.682,5.014307041,,12/19/19,NA,Bottom,2.797,5.22840971,
459B,10/4/19,NA,NA,2.183,4.08061593,,10/10/19,NA,Bottom,2.164,4.043543376,,10/17/19,NA,Bottom,2.163,4.038254363,,10/24/19,NA,Bottom,2.114,3.949000582,,11/1/19,NA,Top,2.219,4.143022109,,11/14/19,NA,Control,2.224,4.158326096,,11/25/19,NA,Control,2.266,2.598276125,,12/6/19,NA,Control,2.218,4.148816587,,12/13/19,NA,Control,2.23,4.167191108,,12/19/19,NA,Control,2.231,4.171256183,MOSTLY DEAD
459G,10/4/19,NA,NA,7.541,14.09979186,,10/10/19,NA,Bottom,7.711,14.40801832,,10/17/19,NA,Bottom,7.901,14.75092359,,10/24/19,NA,Bottom,7.998,14.94005882,,11/1/19,NA,Top,8.316,15.52493599,,11/17/19,NA,Bottom,8.446,15.78965135,,11/21/19,NA,Bottom,8.586,9.845891499,,12/6/19,NA,Bottom,9.268,17.33374471,,12/12/19,NA,Bottom,9.65,18.04081418,,12/19/19,NA,Bottom,10.152,18.97705233,
461B,10/4/19,NA,NA,3.924,7.336153182,,10/10/19,NA,Top,3.947,7.375360427,,10/17/19,NA,Top,3.894,7.272031324,,10/24/19,NA,Top,4.011,7.492445102,,11/4/19,NA,Top,4.168,7.784221204,,11/17/19,NA,Top,4.294,8.027558951,,11/22/19,NA,Top,4.346,4.983471398,,12/5/19,NA,Top,4.497,8.405986686,,12/12/19,NA,Top,4.616,8.631062815,,12/19/19,NA,Top,4.741,8.860437223,
461G,10/4/19,NA,NA,4.281,8.002343929,,10/10/19,NA,Bottom,4.302,8.038504438,,10/17/19,NA,Bottom,4.356,8.132729256,,10/24/19,NA,Bottom,4.389,8.198752864,,11/1/19,NA,Top,4.596,8.578369911,,11/14/19,NA,Control,4.669,8.72986715,,11/22/19,NA,Control,4.708,5.398784551,,12/6/19,NA,Control,4.747,8.87959392,,12/13/19,NA,Control,4.81,8.987939568,,12/19/19,NA,Control,4.817,9.005784963,
462B,10/4/19,NA,NA,3.356,6.274884162,,10/10/19,NA,Top,3.37,6.297666673,,10/17/19,NA,Top,3.461,6.462083143,,10/24/19,NA,Top,3.498,6.532798152,,11/4/19,NA,Top,3.675,6.863486786,,11/17/19,NA,Top,3.842,7.182552746,,11/21/19,NA,Top,3.905,4.478030489,,12/5/19,NA,Top,4.07,7.607613415,,12/12/19,NA,Top,4.219,7.888536921,,12/19/19,NA,Top,4.358,8.14399471,
463B,10/4/19,NA,NA,,,,10/10/19,NA,Top,2.493,4.658778343,,10/17/19,NA,Top,2.538,4.738736497,,10/24/19,NA,Top,2.571,4.802058789,,11/4/19,NA,Top,2.711,5.06310549,,11/14/19,NA,Control,2.754,5.149424763,,11/22/19,NA,Control,2.795,3.205098305,,12/6/19,NA,Control,2.829,5.291841416,,12/13/19,NA,Control,2.87,5.363444961,,12/19/19,NA,Control,2.881,5.386548213,
463G,10/4/19,NA,NA,4.088,7.642761011,,10/10/19,NA,Top,4.176,7.80367317,,10/17/19,NA,Top,4.135,7.720717513,,10/24/19,NA,Top,4.436,8.28502854,,11/4/19,NA,Top,4.774,8.915763789,,11/17/19,NA,Top,5.049,9.439018431,,11/21/19,NA,Top,5.156,5.912580546,,12/5/19,NA,Top,5.635,10.5314608,,12/12/19,NA,Top,5.918,11.06556104,,12/19/19,NA,Top,6.236,11.65255533,
464G,10/4/19,NA,NA,4.363,8.157515818,,10/10/19,NA,Top,4.367,8.160594045,,10/17/19,NA,Top,4.308,8.045174871,,10/24/19,NA,Top,4.374,8.168363664,,11/4/19,NA,Top,4.56,8.516104499,,11/14/19,NA,Control,4.591,8.584026576,,11/22/19,NA,Control,4.634,5.313950068,,12/6/19,NA,Control,4.689,8.771100883,,12/13/19,NA,Control,4.754,8.884970012,,12/19/19,NA,Control,4.769,8.91650414,
465G,10/4/19,NA,NA,3.858,7.213499135,,10/10/19,NA,Top,3.893,7.274456078,,10/17/19,NA,Top,3.86,7.208170616,,10/24/19,NA,Top,3.988,7.448896943,,11/4/19,NA,Top,4.154,7.757872388,,11/14/19,NA,Control,4.205,7.862502226,,11/22/19,NA,Control,4.253,4.877024362,,12/6/19,NA,Control,4.33,8.099774364,,12/13/19,NA,Control,4.392,8.208411504,,12/19/19,NA,Control,4.42,8.263560211,
466B,10/4/19,NA,NA,4.887,9.137472855,,10/10/19,NA,Top,4.952,9.253302466,,10/17/19,NA,Top,5.017,9.367313241,,10/24/19,NA,Top,5.077,9.482462002,,11/4/19,NA,Top,5.289,9.877818125,,11/17/19,NA,Top,5.521,10.32141429,,11/21/19,NA,Top,5.606,6.428639928,,12/5/19,NA,Top,5.673,10.60421669,,12/12/19,NA,Top,5.838,10.91597589,,12/19/19,NA,Top,6,11.21156703,
467B,10/4/19,NA,NA,2.233,4.174727333,,10/10/19,NA,Bottom,2.254,4.211712925,,10/17/19,NA,Bottom,2.286,4.268002543,,10/24/19,NA,Bottom,2.245,4.193711593,,11/1/19,NA,Top,2.429,4.535452476,,11/17/19,NA,Bottom,2.529,4.728416776,,11/21/19,NA,Bottom,2.559,2.934477201,,12/6/19,NA,Bottom,2.723,5.093166701,,12/12/19,NA,Bottom,2.8,5.234640383,,12/19/19,NA,Bottom,2.923,5.464793325,
46B,10/4/19,NA,NA,5.824,10.8871933,,10/10/19,NA,Top,5.932,11.08510279,,10/17/19,NA,Top,6.068,11.33081554,,10/24/19,NA,Top,6.244,11.66148509,,11/4/19,NA,Top,6.575,12.2795716,,11/17/19,NA,Top,6.901,12.90130049,,11/22/19,NA,Top,7.039,8.071480712,,12/5/19,NA,Top,7.445,13.91651565,,12/12/19,NA,Top,7.75,14.49067579,,12/19/19,NA,Top,8.073,15.0863858,
46W,10/4/19,NA,NA,7.394,13.82138076,,10/10/19,NA,Top,7.47,13.95915675,,10/17/19,NA,Top,7.747,14.46676108,,10/24/19,NA,Top,8.176,15.27215963,,NA,NA,NA,NA,NA,NA,11/14/19,NA,Control,9.325,17.43542754,,11/25/19,NA,Control,9.98,11.44316615,,12/6/19,NA,Control,10.653,19.92666506,,12/13/19,NA,Control,11.068,20.68272251,,12/19/19,NA,Control,11.394,21.30258658,
471B,10/4/19,NA,NA,2.157,4.033052783,,10/10/19,NA,Bottom,2.166,4.047175164,,10/17/19,NA,Bottom,2.181,4.071859809,,10/24/19,NA,Bottom,2.075,3.87654885,,11/1/19,NA,Top,2.23,4.162263904,,11/14/19,NA,Control,2.241,4.190111862,,11/25/19,NA,Control,2.272,2.605144317,,12/6/19,NA,Control,2.25,4.208781614,,12/13/19,NA,Control,2.281,4.262952395,MOSTLY DEAD,12/19/19,NA,Control,2.279,4.260891243,MOSTLY DEAD
472B,10/4/19,NA,NA,3.045,5.692663668,,10/10/19,NA,Top,2.951,5.514663012,,10/17/19,NA,Top,2.927,5.465884817,,10/24/19,NA,Top,2.985,5.57502484,,11/4/19,NA,Top,3.078,5.748520361,,11/14/19,NA,Control,3.107,5.809316178,,11/25/19,NA,Control,3.113,3.569460501,,12/6/19,NA,Control,3.121,5.838047741,,12/13/19,NA,Control,3.151,5.889049328,MOSTLY DEAD,12/19/19,NA,Control,3.161,5.910058626,MOSTLY DEAD
474B,10/4/19,NA,NA,5.144,9.617016302,,10/10/19,NA,Bottom,5.185,9.687929742,,10/17/19,NA,Bottom,5.241,9.784785537,,10/24/19,NA,Bottom,5.238,9.784449624,,11/1/19,NA,Top,5.413,10.10355475,,11/17/19,NA,Bottom,5.551,10.37831446,,11/21/19,NA,Bottom,5.598,6.419301142,,12/6/19,NA,Bottom,5.802,10.85164097,,12/12/19,NA,Bottom,5.893,11.01734476,,12/19/19,NA,Bottom,6.06,11.32820599,
475G,10/4/19,NA,NA,2.406,4.497463091,,10/10/19,NA,Bottom,2.39,4.465719594,,10/17/19,NA,Bottom,2.461,4.594730647,,10/24/19,NA,Bottom,2.431,4.541399451,,11/1/19,NA,Top,2.639,4.926684233,,11/14/19,NA,Control,2.69,5.029630035,,11/25/19,NA,Control,2.722,3.12114193,,12/6/19,NA,Control,2.743,5.13084035,,12/13/19,NA,Control,2.769,5.17469655,,12/19/19,NA,Control,2.77,5.179013728,
476B,10/4/19,NA,NA,2.598,4.857116709,,10/10/19,NA,Bottom,2.618,4.891865323,,10/17/19,NA,Bottom,2.652,4.951202298,,10/24/19,NA,Bottom,2.606,4.868067889,,11/1/19,NA,Top,2.774,5.178444399,,11/17/19,NA,Bottom,2.866,5.358218681,,11/21/19,NA,Bottom,2.896,3.320881763,,12/6/19,NA,Bottom,3.031,5.669257536,,12/12/19,NA,Bottom,3.1,5.79549471,,12/19/19,NA,Bottom,3.197,5.97643897,
477B,10/4/19,NA,NA,3.479,6.504199011,,10/10/19,NA,Top,3.499,6.538228055,,10/17/19,NA,Top,3.463,6.466812135,,10/24/19,NA,Top,3.554,6.638085156,,11/1/19,NA,Top,5.011,9.352961624,,11/17/19,NA,Top,3.76,7.02925516,,11/22/19,NA,Top,3.807,4.365410864,,12/5/19,NA,Top,3.907,7.302137853,,12/12/19,NA,Top,3.995,7.469709647,,12/19/19,NA,Top,4.093,7.648157308,
47B,10/4/19,NA,NA,6.602,12.34156081,,10/10/19,NA,Top,6.751,12.61523876,,10/17/19,NA,Top,6.895,12.87507797,,10/24/19,NA,Top,7.178,13.40831986,,11/4/19,NA,Top,7.604,14.2013479,,11/17/19,NA,Top,8.046,15.04185825,,11/22/19,NA,Top,8.222,9.428003184,,12/5/19,NA,Top,8.661,16.18995364,,12/12/19,NA,Top,8.991,16.81150038,,12/19/19,NA,Top,9.408,17.58398063,
47W,10/4/19,NA,NA,6.798,12.70926843,,10/10/19,NA,Top,7,13.20538944,,10/17/19,NA,Top,7.361,13.74524278,,10/24/19,NA,Top,7.674,14.333333,,11/4/19,NA,Top,8.32,15.53896454,,11/17/19,NA,Top,9.114,17.03846583,,11/21/19,NA,Top,9.384,10.76098833,,12/5/19,NA,Top,10.469,19.56644003,,12/12/19,NA,Top,10.894,20.369757,,12/19/19,NA,Top,11.389,21.28199897,
482G,10/4/19,NA,NA,3.855,7.207338335,,10/10/19,NA,Top,3.819,7.136548811,,10/17/19,NA,Top,3.831,7.153100071,,10/24/19,NA,Top,3.81,7.116236479,,11/4/19,NA,Top,3.909,7.300318528,,11/17/19,NA,Top,3.923,7.333980849,,11/22/19,NA,Top,3.931,4.507599187,,12/5/19,NA,Top,3.463,6.471951272,,12/12/19,NA,Top,3.468,6.484343693,MOSTLY DEAD,12/19/19,NA,Top,3.464,6.474201853,MOSTLY DEAD
484G,10/4/19,NA,NA,3.36,6.280746462,,10/10/19,NA,Top,3.336,6.233968796,,10/17/19,NA,Top,3.363,6.279105926,,10/24/19,NA,Top,3.357,6.270132771,,11/4/19,NA,Top,3.472,6.484360849,,11/14/19,NA,Control,3.498,6.5402224,,11/22/19,NA,Control,3.543,4.062866874,,12/6/19,NA,Control,3.516,6.576922735,,12/13/19,NA,Control,3.543,6.62043033,MOSTLY DEAD,12/19/19,NA,Control,3.542,6.622065671,MOSTLY DEAD
485G,10/4/19,NA,NA,2.561,4.787199907,,10/10/19,NA,Top,2.434,4.548522458,,10/17/19,NA,Top,2.424,4.526350835,,10/24/19,NA,Top,2.418,4.515570036,,11/4/19,NA,Top,2.525,4.71560611,,11/14/19,NA,Control,2.519,4.709902624,,11/22/19,NA,Control,2.524,2.894348289,,12/6/19,NA,Control,2.52,4.713714066,,12/13/19,NA,Control,2.526,4.720069719,MOSTLY DEAD,12/19/19,NA,Control,2.526,4.722811796,MOSTLY DEAD
488G,10/4/19,NA,NA,,,,10/10/19,NA,Top,3.108,5.808055792,,10/17/19,NA,Top,3.078,5.747862475,,10/24/19,NA,Top,3.126,5.838675914,,11/4/19,NA,Top,3.212,5.998780832,,11/17/19,NA,Top,3.256,6.087035851,,11/21/19,NA,Top,3.261,3.73951225,,12/5/19,NA,Top,3.215,6.010103817,,12/12/19,NA,Top,3.23,6.039660289,MOSTLY DEAD,12/19/19,NA,Top,3.244,6.062699505,MOSTLY DEAD
489G,10/4/19,NA,NA,4.888,9.139342606,,10/10/19,NA,Top,4.87,9.100782403,,10/17/19,NA,Top,4.897,9.143259506,,10/24/19,NA,Top,4.926,9.200919344,,11/4/19,NA,Top,5.012,9.360488645,,11/17/19,NA,Top,5.086,9.508189293,,11/21/19,NA,Top,5.106,5.855268547,,12/5/19,NA,Top,3.858,7.212511846,,12/12/19,NA,Top,3.917,7.32367293,MOSTLY DEAD,12/19/19,NA,Top,3.981,7.440867537,MOSTLY DEAD
48B,10/4/19,NA,NA,4.23,7.908238522,,10/10/19,NA,Bottom,4.308,8.049506281,,10/17/19,NA,Bottom,4.464,8.334150475,,10/24/19,NA,Bottom,4.556,8.510712702,,11/1/19,NA,Top,4.808,8.977544465,,11/17/19,NA,Bottom,5.068,9.475776746,,11/21/19,NA,Bottom,5.145,5.899865426,,12/6/19,NA,Bottom,5.547,10.3749772,,12/12/19,NA,Bottom,5.771,10.78896773,,12/19/19,NA,Bottom,6.085,11.37612311,
48W,10/4/19,NA,NA,8.03,15.01295119,,10/10/19,NA,Top,8.316,15.54047361,,10/17/19,NA,Top,8.762,16.36133911,,10/24/19,NA,Top,9.182,17.15129277,,11/4/19,NA,Top,9.905,18.49921199,,11/17/19,NA,Top,10.874,20.32875548,,11/22/19,NA,Top,11.26,12.91161711,,12/5/19,NA,Top,12.429,23.23029355,,12/12/19,NA,Top,12.871,24.06828914,,12/19/19,NA,Top,13.453,25.14493619,
493B,10/4/19,NA,NA,1.981,3.703976617,,10/10/19,NA,Top,1.976,3.692351711,,10/17/19,NA,Top,1.914,3.574024545,,10/24/19,NA,Top,1.935,3.614056327,,11/4/19,NA,Top,2.025,3.781822722,,11/14/19,NA,Control,2.026,3.788211536,,11/25/19,NA,Control,2.051,2.351686151,,12/6/19,NA,Control,2.003,3.746750921,,12/13/19,NA,Control,2.008,3.752137766,MOSTLY DEAD,12/19/19,NA,Control,2.005,3.748708492,MOSTLY DEAD
493G,10/4/19,NA,NA,1.984,3.709111566,,10/10/19,NA,Bottom,1.984,3.70701111,,10/17/19,NA,Bottom,1.971,3.679891957,,10/24/19,NA,Bottom,1.89,3.530655127,,11/1/19,NA,Top,2.028,3.785233721,,11/17/19,NA,Bottom,2.037,3.80803611,,11/21/19,NA,Bottom,2.033,2.331328037,,12/6/19,NA,Bottom,2.048,3.829726905,,12/12/19,NA,Bottom,2.069,3.868129359,MOSTLY DEAD,12/19/19,NA,Bottom,2.087,3.901212393,
494G,10/4/19,NA,NA,2.524,4.719010942,,10/10/19,NA,Bottom,2.534,4.734783871,,10/17/19,NA,Bottom,2.531,4.725299026,,10/24/19,NA,Bottom,2.459,4.593587808,,11/1/19,NA,Top,2.586,4.82823577,,11/14/19,NA,Control,2.605,4.870701205,,11/25/19,NA,Control,2.635,3.021303271,,12/6/19,NA,Control,2.603,4.869092685,,12/13/19,NA,Control,2.626,4.90692917,MOSTLY DEAD,12/19/19,NA,Control,2.625,4.908036021,MOSTLY DEAD
